2017-08-07 10:51:33.7829 | INFO | BillingDetailsReport.Program | 程式開始執行 

2017-08-07 10:53:21.6127 | INFO | BillingDetailsReport.Program | 程式開始執行 

2017-08-07 10:56:13.2501 | INFO | BillingDetailsReport.Program | 程式開始執行 

2017-08-07 10:58:57.3753 | INFO | BillingDetailsReport.Program | 程式開始執行 

2017-08-07 11:00:42.1233 | ERROR | BillingDetailsReport.Program | 發生錯誤: 作業逾時。 

2017-08-07 11:16:27.2130 | INFO | BillingDetailsReport.Program | >>>>>程式開始執行<<<<< 

2017-08-07 11:16:27.3530 | INFO | BillingDetailsReport.EmailGenerator | 收件者: vi000246@hotmail.com 

2017-08-07 11:16:27.3600 | INFO | BillingDetailsReport.EmailGenerator | 信件標題: 【Gravity】201707儲值明細 

2017-08-07 11:16:42.1904 | ERROR | BillingDetailsReport.EmailGenerator | 信件發送失敗: 傳送郵件失敗。 

2017-08-07 11:16:42.1904 | INFO | BillingDetailsReport.Program | >>>>>程式結束<<<<< 

2017-08-07 11:20:37.9646 | INFO | BillingDetailsReport.Program | >>>>>程式開始執行<<<<< 

2017-08-07 11:20:38.0596 | INFO | BillingDetailsReport.EmailGenerator | 收件者: vi000246@hotmail.com 

2017-08-07 11:20:38.0666 | INFO | BillingDetailsReport.EmailGenerator | 信件標題: 【Gravity】201707儲值明細 

2017-08-07 11:20:42.7085 | INFO | BillingDetailsReport.EmailGenerator | Excel檔檔名: 201707-20170807.xlsx 

2017-08-07 11:20:43.9243 | ERROR | BillingDetailsReport.EmailGenerator | 信件發送失敗: SMTP 伺服器需要安全連接，或用戶端未經驗證。 伺服器回應為: 5.5.1 Authentication Required. Learn more at 

2017-08-07 11:20:43.9243 | INFO | BillingDetailsReport.Program | >>>>>程式結束<<<<< 

2017-08-07 11:29:05.8894 | INFO | BillingDetailsReport.Program | >>>>>程式開始執行<<<<< 

2017-08-07 11:29:05.9924 | INFO | BillingDetailsReport.EmailGenerator | 收件者: vi000246@hotmail.com 

2017-08-07 11:29:06.0004 | INFO | BillingDetailsReport.EmailGenerator | 信件標題: 【Gravity】201707儲值明細 

2017-08-07 11:29:06.0194 | INFO | BillingDetailsReport.ExcelGenerater | 撈取的遊戲編號: ML 

2017-08-07 11:29:06.1044 | INFO | BillingDetailsReport.ExcelGenerater | 撈取BillingLog指定的OtherDate月份:2017/7 

2017-08-07 11:29:09.2819 | INFO | BillingDetailsReport.ExcelGenerater | 夢幻龍族Online 的資料筆數: 4810 

2017-08-07 11:29:10.1159 | INFO | BillingDetailsReport.ExcelGenerater | 備份的Excel檔路徑: ExcelBackup/201707-20170807.xlsx 

2017-08-07 11:29:10.5122 | INFO | BillingDetailsReport.EmailGenerator | Excel檔檔名: 201707-20170807.xlsx 

2017-08-07 11:29:11.3889 | ERROR | BillingDetailsReport.EmailGenerator | 信件發送失敗: SMTP 伺服器需要安全連接，或用戶端未經驗證。 伺服器回應為: 5.5.1 Authentication Required. Learn more at 

2017-08-07 11:29:11.3889 | INFO | BillingDetailsReport.Program | >>>>>程式結束<<<<< 

2017-08-07 11:29:48.8027 | INFO | BillingDetailsReport.Program | >>>>>程式開始執行<<<<< 

